79,161
-35,26
8,345
8,652
5,0
9,0
7,0
5,0
8,0
8,0
0,0
-26,0
43,5
69,12
-32,11
-23,11
73,9
63,11
-26,9
-20,9
72,8
68,8
-26,8
-48,6
71,6
64,6
-31,5
-52,5
70,3
69,3
-56,3
-52,2
80,2
73,0
-59,0
-57,16
77,16
89,16
-77,15
-74,15
94,14
111,14
-78,12
-74,12
96,12
79,11
-62,9
31,0
83,161
93,87
102,87
87,87
-11,87
-34,161
-62,87
-65,87
-71,87
-74,87
1,161
34,87
81,87
82,87
89,161
98,87
70,87
-19,87
-45,161
-62,87
-66,87
-69,87
-75,161
19,87
46,87
80,87
88,161
102,87
21,87
-12,87
-57,161
-65,87
-62,87
-68,161
-38,87
-49,702
7,271
