-564,-274,-353,-564,-300,-432,-538,-247,-485,-485,-247,-511,-485,-247,-511,-406,-247,-564,-353,-274,-538,-327
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
