-2,0
-1,0
-5,0
-2,0
-4,0
30,0
136,96
134,240
36,240
24,232
-25,240
-40,232
-59,240
-74,232
-102,240
-109,240
-168,232
-159,240
-57,232
-39,240
8,240
50,232
53,240
77,232
83,240
131,232
149,240
112,232
74,240
16,232
-4,240
-37,232
-46,240
-72,240
-103,232
-120,240
-163,232
-139,240
-50,232
-29,240
20,232
28,240
60,232
68,240
93,232
142,240
126,240
37,232
17,240
-22,232
-36,240
-62,232
-73,240
-103,232
-113,240
-166,240
-154,232
-57,240
-37,232
14,240
43,232
57,240
79,232
86,240
131,232
151,240
102,240
85,232
13,240
4,232
-39,240
-48,232
-72,240
-104,232
-122,240
-162,232
-144,240
-45,232
-29,240
16,232
31,240
64,240
68,232
93,232
141,240
132,232
41,240
-97,64
-2,104
-6,8
-2,0
-2,0
