-2,0
-2,0
-31,0
-2,248
-19,328
-69,328
-79,328
-119,320
-124,328
-165,328
-178,328
-253,320
-272,328
-137,328
-57,320
-35,328
22,328
39,320
82,328
92,328
125,320
138,328
182,320
198,328
268,328
240,320
105,328
36,328
16,320
-37,328
-54,328
-95,320
-106,328
-138,320
-149,328
-203,328
-226,320
-231,328
-178,320
-78,328
-9,328
3,320
55,328
71,320
107,328
116,320
148,328
164,320
225,328
251,320
176,328
139,320
54,328
-5,320
-19,328
-68,328
-82,320
-114,328
-125,320
-163,328
-182,320
-259,328
-265,320
-132,328
-47,320
9,328
56,328
70,320
111,320
118,328
151,320
165,328
231,320
257,328
170,320
132,320
50,328
31,320
-30,320
-73,328
-85,320
-121,328
-128,320
-167,328
-183,320
-269,328
-264,328
-126,328
-95,320
-28,328
-11,320
43,328
87,320
102,328
131,320
141,328
185,320
203,328
265,320
223,328
96,328
70,320
8,328
-45,320
-91,328
-123,320
-128,328
-172,320
-190,328
