-2,0
-3,0
-5,0
-4,0
-32,0
-266,24
-242,48
-176,32
-2,32
-4,0
-5,0
-3,0
2,0
-3,0
-5,0
-6,0
-4,0
0,0
0,0
-2,0
-1,0
-42,0
54,56
-64,104
-75,96
29,104
41,104
-47,104
-52,112
14,112
25,112
-33,112
0,120
-25,120
-21,120
12,128
34,128
59,0
71,256
117,264
131,264
59,256
34,264
-26,256
-31,264
-60,264
-66,256
-99,264
-130,256
-35,264
10,256
25,264
55,264
66,256
88,264
106,256
110,264
72,256
2,264
-15,264
-43,256
-61,264
-79,256
-119,264
-132,256
-48,264
-23,256
14,264
36,264
59,256
64,264
100,256
117,264
87,256
52,264
-5,264
-45,256
-50,264
-72,256
-91,264
-131,256
-125,264
-31,256
-11,264
-10,8
-2,104
