0,0
2,0
4,0
5,0
2,0
1,0
3,0
2,0
2,0
2,0
4,0
3,0
5,0
1,0
4,0
1,0
0,0
4,0
-1,0
1,0
1,0
0,0
5,0
2,0
0,0
2,0
-1,0
1,0
50,0
-55,4
-77,7
-50,7
-18,6
2,6
26,6
3,5
20,4
5,4
30,3
12,3
33,2
42,1
32,0
45,0
36,8
51,7
45,6
54,5
48,5
65,4
65,3
59,2
76,2
68,1
75,0
70,0
76,7
87,7
78,5
85,5
85,5
88,3
85,2
91,2
80,0
9,149
-57,149
-71,149
-79,149
-85,149
-74,149
25,149
51,149
87,75
91,149
92,149
97,149
28,149
-7,149
-57,149
-68,149
-76,75
-85,149
-65,149
42,149
65,149
85,75
92,149
96,149
100,149
10,149
-20,149
-67,149
-74,75
-82,149
-10,149
25,149
78,149
91,75
94,149
97,149
77,75
35,149
-48,149
-65,75
-77,149
-77,149
-86,149
9,75
40,149
84,149
89,75
94,149
96,149
54,75
10,149
-54,149
-69,149
-75,75
-77,149
-77,149
25,75
54,149
91,149
14,149
5,123
