-14,0
-14,0
-14,0
69,111
69,111
69,111
69,111
45,247
45,247
45,247
45,247
-5,173
-5,173
-5,173
-5,173
-18,247
-18,247
-18,247
-18,247
-55,173
-55,173
-55,173
-55,173
-62,247
-62,247
-62,247
-62,247
-96,247
-96,247
-96,247
-96,247
-136,173
-136,173
-136,173
-136,173
-154,247
-154,247
-154,247
-154,247
-168,173
-168,173
-168,173
-168,173
-121,247
-121,247
-121,247
-121,247
-31,247
-31,247
-31,247
-31,247
-14,173
-14,173
-14,173
-14,173
36,247
36,247
36,247
36,247
45,173
45,173
45,173
45,173
85,247
85,247
85,247
85,247
97,247
97,247
97,247
97,247
123,173
123,173
123,173
123,173
137,247
137,247
137,247
137,247
188,173
188,173
188,173
188,173
187,247
187,247
187,247
187,247
148,247
148,247
148,247
148,247
60,173
60,173
60,173
60,173
39,247
39,247
39,247
39,247
39,247
-8,247
-8,247
-8,247
-8,247
-19,173
-19,173
-19,173
-19,173
-57,247
-57,247
-57,247
-57,247
-62,173
-62,173
-62,173
-62,173
-95,247
-95,247
-95,247
-95,247
-107,247
-107,247
-107,247
-107,247
-163,173
-163,173
-163,173
-163,173
-147,247
-147,247
-147,247
-147,247
-48,247
-48,247
-48,247
-48,247
13,173
13,173
13,173
13,173
27,247
27,247
27,247
27,247
70,173
70,173
70,173
70,173
77,247
77,247
77,247
77,247
108,173
108,173
108,173
108,173
117,247
117,247
117,247
117,247
158,173
158,173
158,173
158,173
174,247
174,247
174,247
174,247
208,247
208,247
208,247
208,247
174,173
174,173
174,173
174,173
75,247
75,247
75,247
75,247
54,247
54,247
54,247
54,247
1,173
1,173
1,173
1,173
-45,247
-45,247
-45,247
-45,247
-49,173
-49,173
-49,173
-49,173
-83,247
-83,247
-83,247
-83,247
-87,173
-87,173
-87,173
-87,173
-129,247
-129,247
-129,247
-129,247
-144,247
-144,247
-144,247
-42,849
