3,0
9,0
12,0
8,0
8,0
14,0
7,0
7,0
9,0
-18,0
-76,280
-105,344
-117,344
-179,344
-190,344
-97,344
-23,344
31,344
72,344
81,352
113,344
121,344
163,344
178,344
193,344
150,344
65,344
43,344
-9,344
-20,344
-63,344
-89,344
-94,344
-139,344
-162,352
-161,344
-122,344
-37,344
-17,344
35,344
44,344
81,344
94,344
125,344
165,344
185,344
182,344
140,344
55,344
34,344
-17,344
-29,344
-59,344
-72,344
-103,352
-147,344
-184,344
-73,344
-48,344
8,344
25,344
69,344
79,344
105,344
114,344
154,344
172,344
207,344
165,344
68,344
8,344
-2,344
-42,344
-55,344
-87,344
-93,344
-135,344
-151,344
-177,352
-134,336
-42,344
-24,344
28,352
71,344
81,344
110,344
117,344
159,344
179,344
194,344
154,344
59,344
43,344
-11,344
-49,344
-82,344
-108,344
-124,344
-193,344
-188,344
-84,344
82,288
9,144
