8,0
-21,0
4,232
-7,288
-48,280
-56,288
-90,288
-131,288
-144,288
-186,280
-159,288
-59,288
-32,288
19,280
33,288
72,288
84,280
117,288
156,288
217,280
131,288
94,288
34,288
14,280
-27,288
-33,288
-76,288
-82,280
-118,288
-135,288
-196,280
-179,288
-70,288
-5,288
13,288
51,280
62,288
102,280
108,288
142,280
156,288
218,288
197,280
89,288
62,288
8,280
-33,288
-42,288
-77,280
-86,288
-122,280
-136,288
-191,280
-171,288
-61,288
-42,280
15,288
55,288
93,280
120,288
132,280
185,288
210,280
141,288
111,288
37,280
19,288
-22,280
-34,288
-71,288
-79,280
-118,288
-171,288
-189,280
-110,288
-82,280
-10,288
4,280
47,288
62,288
97,280
102,288
28,48
7,120
